datetime,close,high_^mxx,low_^mxx,open_^mxx,volume_^mxx,rolling_mean,lower_band,upper_band,bandas_anom,if_anom,both_anom,bandas_only,if_only,combined_or,combined_and,ticker,high_^vix,low_^vix,open_^vix,volume_^vix,high_^gspc,low_^gspc,open_^gspc,volume_^gspc,high_^spx,low_^spx,open_^spx,volume_^spx
2022-12-12,3990.56005859375,,,,,3986.94951171875,3892.636230620631,4081.262792816869,False,False,False,False,False,False,False,^GSPC,,,,,3990.7099609375,3935.300048828125,3939.2900390625,3904130000.0,,,,
2022-12-13,4019.64990234375,,,,,3990.069506835937,3895.76452190361,4084.3744917682648,False,False,False,False,False,False,False,^GSPC,,,,,4100.9599609375,3993.030029296875,4069.3798828125,5079360000.0,,,,
2022-12-14,3995.320068359375,,,,,3990.249011230469,3895.9170552042447,4084.580967256693,False,False,False,False,False,False,False,^GSPC,,,,,4053.760009765625,3965.64990234375,4015.5400390625,4472340000.0,,,,
2022-12-15,3895.75,,,,,3987.097009277344,3884.4892697270952,4089.704748827592,False,True,False,False,True,True,False,^GSPC,,,,,3958.3701171875,3879.449951171875,3958.3701171875,4493900000.0,,,,
2022-12-16,3852.360107421875,,,,,3982.38701171875,3864.442545897351,4100.331477540149,True,False,False,True,False,True,False,^GSPC,,,,,3890.909912109375,3827.909912109375,3890.909912109375,7493660000.0,,,,
2022-12-19,3817.659912109375,,,,,3975.003002929688,3835.960632369088,4114.045373490288,True,False,False,True,False,True,False,^GSPC,,,,,3854.860107421875,3800.0400390625,3853.7900390625,3969610000.0,,,,
2022-12-20,3821.6201171875,,,,,3968.58701171875,3813.73185863482,4123.44216480268,False,False,False,False,False,False,False,^GSPC,,,,,3838.239990234375,3795.6201171875,3810.469970703125,3985370000.0,,,,
2022-12-21,3878.43994140625,,,,,3962.330004882812,3803.369871203035,4121.29013856259,False,False,False,False,False,False,False,^GSPC,,,,,3889.820068359375,3839.489990234375,3839.489990234375,3775200000.0,,,,
2022-12-22,3822.389892578125,,,,,3952.0864990234377,3784.570101884445,4119.60289616243,False,False,False,False,False,False,False,^GSPC,,,,,3853.260009765625,3764.489990234375,3853.260009765625,3956950000.0,,,,
2022-12-23,3844.820068359375,,,,,3943.021496582032,3772.77405692698,4113.268936237084,False,False,False,False,False,False,False,^GSPC,,,,,3845.800048828125,3797.010009765625,3815.110107421875,2819280000.0,,,,
2022-12-27,3829.25,,,,,3936.286999511719,3759.01277901342,4113.561220010019,False,False,False,False,False,False,False,^GSPC,,,,,3846.64990234375,3813.219970703125,3843.340087890625,3030300000.0,,,,
2022-12-28,3783.219970703125,,,,,3927.56650390625,3737.9812142694495,4117.151793543049,False,False,False,False,False,False,False,^GSPC,,,,,3848.320068359375,3780.780029296875,3829.56005859375,3083520000.0,,,,
2022-12-29,3849.280029296875,,,,,3916.025,3737.774815320653,4094.275184679347,False,False,False,False,False,False,False,^GSPC,,,,,3858.18994140625,3805.449951171875,3805.449951171875,3003680000.0,,,,
2022-12-30,3839.5,,,,,3904.171496582031,3739.890860319478,4068.452132844584,False,False,False,False,False,False,False,^GSPC,,,,,3839.85009765625,3800.340087890625,3829.06005859375,2979870000.0,,,,
2023-01-03,3824.139892578125,,,,,3891.793493652344,3744.203320820832,4039.383666483856,False,False,False,False,False,False,False,^GSPC,,,,,3878.4599609375,3794.330078125,3853.2900390625,3959140000.0,,,,
2023-01-04,3852.969970703125,,,,,3884.499987792969,3744.987325590929,4024.012649995008,False,False,False,False,False,False,False,^GSPC,,,,,3873.159912109375,3815.77001953125,3840.360107421875,4414080000.0,,,,
2023-01-05,3808.10009765625,,,,,3877.8419921875,3737.0310821334074,4018.652902241594,False,False,False,False,False,False,False,^GSPC,,,,,3839.739990234375,3802.419921875,3839.739990234375,3893450000.0,,,,
2023-01-06,3895.080078125,,,,,3875.9,3737.291407124901,4014.508592875099,False,True,False,False,True,True,False,^GSPC,,,,,3906.18994140625,3809.56005859375,3823.3701171875,3923560000.0,,,,
2023-01-09,3892.090087890625,,,,,3872.32900390625,3739.6717967006,4004.9862111119,False,False,False,False,False,False,False,^GSPC,,,,,3950.570068359375,3890.419921875,3910.820068359375,4311770000.0,,,,
2023-01-10,3919.25,,,,,3871.572509765625,3740.239255792697,4002.9057637385527,False,False,False,False,False,False,False,^GSPC,,,,,3919.830078125,3877.2900390625,3888.570068359375,3851030000.0,,,,
2023-01-11,3969.610107421875,,,,,3870.525012207031,3742.9060061557657,3998.144018258297,False,False,False,False,False,False,False,^GSPC,,,,,3970.070068359375,3928.5400390625,3932.35009765625,4303360000.0,,,,
2023-01-12,3983.169921875,,,,,3868.7010131835937,3749.276512287132,3988.125514080056,False,False,False,False,False,False,False,^GSPC,,,,,3997.760009765625,3937.56005859375,3977.570068359375,4440260000.0,,,,
2023-01-13,3999.090087890625,,,,,3868.889514160156,3748.614636672017,3989.164391648296,True,False,False,True,False,True,False,^GSPC,,,,,4003.949951171875,3947.669921875,3960.60009765625,3939700000.0,,,,
2023-01-17,3990.969970703125,,,,,3873.650512695313,3741.907118362246,4005.393907028379,False,False,False,False,False,False,False,^GSPC,,,,,4015.389892578125,3984.570068359375,3999.280029296875,4235560000.0,,,,
2023-01-18,3928.860107421875,,,,,3877.475512695312,3743.905318448752,4011.045706941873,False,False,False,False,False,False,False,^GSPC,,,,,4014.159912109375,3926.590087890625,4002.25,4298710000.0,,,,
2023-01-19,3898.85009765625,,,,,3881.535021972656,3750.712434791315,4012.357609153997,False,False,False,False,False,False,False,^GSPC,,,,,3922.93994140625,3885.5400390625,3911.840087890625,3991500000.0,,,,
2023-01-20,3972.610107421875,,,,,3889.084521484375,3755.424240590089,4022.744802378661,False,True,False,False,True,True,False,^GSPC,,,,,3972.9599609375,3897.860107421875,3909.0400390625,4013360000.0,,,,
2023-01-23,4019.81005859375,,,,,3896.15302734375,3750.452780450684,4041.853274236816,False,False,False,False,False,False,False,^GSPC,,,,,4039.31005859375,3971.639892578125,3978.139892578125,3945210000.0,,,,
2023-01-24,4016.949951171875,,,,,3905.881030273437,3755.028097239681,4056.733963307193,False,False,False,False,False,False,False,^GSPC,,,,,4023.919921875,3989.7900390625,4001.739990234375,3320430000.0,,,,
2023-01-25,4016.219970703125,,,,,3914.451025390625,3758.805524295946,4070.096526485304,False,False,False,False,False,False,False,^GSPC,,,,,4019.550048828125,3949.06005859375,3982.7099609375,3724020000.0,,,,
2023-01-26,4060.429931640625,,,,,3926.010021972656,3762.850656639908,4089.1693873054046,False,False,False,False,False,False,False,^GSPC,,,,,4061.570068359375,4013.2900390625,4036.080078125,3809590000.0,,,,
2023-01-27,4070.56005859375,,,,,3940.377026367188,3779.571720160462,4101.182332573913,False,False,False,False,False,False,False,^GSPC,,,,,4094.2099609375,4048.699951171875,4053.719970703125,3907760000.0,,,,
2023-01-30,4017.77001953125,,,,,3948.8015258789055,3790.455658885935,4107.147392871878,False,False,False,False,False,False,False,^GSPC,,,,,4063.85009765625,4015.550048828125,4049.27001953125,3802000000.0,,,,
2023-01-31,4076.60009765625,,,,,3960.656530761719,3801.267207244357,4120.045854279081,False,False,False,False,False,False,False,^GSPC,,,,,4077.159912109375,4020.43994140625,4020.85009765625,4679320000.0,,,,
2023-02-01,4119.2099609375,,,,,3975.410034179688,3814.607688293908,4136.212380065467,False,False,False,False,False,False,False,^GSPC,,,,,4148.9501953125,4037.199951171875,4070.070068359375,4856930000.0,,,,
2023-02-02,4179.759765625,,,,,3991.749523925781,3817.483974172943,4166.01507367862,True,False,False,True,False,True,False,^GSPC,,,,,4195.43994140625,4141.8798828125,4158.68017578125,5624360000.0,,,,
2023-02-03,4136.47998046875,,,,,4008.1685180664062,3845.248831939942,4171.08820419287,False,False,False,False,False,False,False,^GSPC,,,,,4182.35986328125,4123.35986328125,4136.68994140625,4694510000.0,,,,
2023-02-06,4111.080078125,,,,,4018.9685180664064,3859.003121445661,4178.933914687152,False,False,False,False,False,False,False,^GSPC,,,,,4124.6298828125,4093.3798828125,4119.56982421875,4114240000.0,,,,
2023-02-07,4164.0,,,,,4032.564013671875,3871.7852161406927,4193.342811203057,False,False,False,False,False,False,False,^GSPC,,,,,4176.5400390625,4088.389892578125,4105.35009765625,4355860000.0,,,,
2023-02-08,4117.85986328125,,,,,4042.4945068359375,3886.728369295344,4198.260644376531,False,False,False,False,False,False,False,^GSPC,,,,,4156.85009765625,4111.669921875,4153.47021484375,4029820000.0,,,,
2023-02-09,4081.5,,,,,4048.089001464844,3895.336707288627,4200.84129564106,False,False,False,False,False,False,False,^GSPC,,,,,4156.22998046875,4069.669921875,4144.25,4270200000.0,,,,
2023-02-10,4090.4599609375,,,,,4053.453503417969,3902.7790514752014,4204.127955360736,False,False,False,False,False,False,False,^GSPC,,,,,4094.360107421875,4060.7900390625,4068.919921875,3891520000.0,,,,
2023-02-13,4137.2900390625,,,,,4060.3635009765626,3907.526141834592,4213.200860118533,False,False,False,False,False,False,False,^GSPC,,,,,4138.89990234375,4092.669921875,4096.6201171875,3448620000.0,,,,
2023-02-14,4136.1298828125,,,,,4067.6214965820313,3914.872655788012,4220.37033737605,False,False,False,False,False,False,False,^GSPC,,,,,4159.77001953125,4095.010009765625,4126.7001953125,3929200000.0,,,,
2023-02-15,4147.60009765625,,,,,4078.55849609375,3936.707956462214,4220.409035725285,False,False,False,False,False,False,False,^GSPC,,,,,4148.10986328125,4103.97998046875,4119.5,4075980000.0,,,,
2023-02-16,4090.409912109375,,,,,4088.1364868164064,3974.268536020862,4202.00443761195,False,False,False,False,False,False,False,^GSPC,,,,,4136.5400390625,4089.489990234375,4114.75,4143660000.0,,,,
2023-02-17,4079.090087890625,,,,,4093.460485839844,3993.190673808534,4193.730297871154,False,False,False,False,False,False,False,^GSPC,,,,,4081.510009765625,4047.949951171875,4077.389892578125,4045480000.0,,,,
2023-02-21,3997.340087890625,,,,,4092.336987304688,3988.164895161586,4196.509079447789,False,True,False,False,True,True,False,^GSPC,,,,,4052.35009765625,3995.18994140625,4052.35009765625,4121590000.0,,,,
2023-02-22,3991.050048828125,,,,,4091.0419921875,3982.376918968548,4199.707065406452,False,False,False,False,False,False,False,^GSPC,,,,,4017.3701171875,3976.89990234375,4001.830078125,4079320000.0,,,,
2023-02-23,4012.320068359375,,,,,4090.8469970703127,3981.604136690082,4200.089857450544,False,False,False,False,False,False,False,^GSPC,,,,,4028.300048828125,3969.18994140625,4018.60009765625,3952940000.0,,,,
2023-02-24,3970.0400390625,,,,,4086.327502441406,3964.977969287669,4207.677035595143,False,False,False,False,False,False,False,^GSPC,,,,,3978.25,3943.080078125,3973.239990234375,3877700000.0,,,,
2023-02-27,3982.239990234375,,,,,4081.9114990234375,3952.018672859386,4211.80432518749,False,False,False,False,False,False,False,^GSPC,,,,,4018.050048828125,3973.550048828125,3992.360107421875,3836950000.0,,,,
2023-02-28,3970.14990234375,,,,,4079.530493164063,3943.105587122525,4215.9553992056,False,False,False,False,False,False,False,^GSPC,,,,,3997.5,3968.97998046875,3977.18994140625,5043400000.0,,,,
2023-03-01,3951.389892578125,,,,,4073.269982910156,3925.277534508925,4221.262431311387,False,False,False,False,False,False,False,^GSPC,,,,,3971.72998046875,3939.050048828125,3963.340087890625,4249480000.0,,,,
2023-03-02,3981.35009765625,,,,,4066.376989746094,3914.6002150497966,4218.153764442391,False,False,False,False,False,False,False,^GSPC,,,,,3990.840087890625,3928.159912109375,3938.679931640625,4244900000.0,,,,
2023-03-03,4045.639892578125,,,,,4059.67099609375,3917.4355606781264,4201.906431509374,False,False,False,False,False,False,False,^GSPC,,,,,4048.2900390625,3995.169921875,3998.02001953125,4084730000.0,,,,
2023-03-06,4048.419921875,,,,,4055.2679931640623,3917.667424345033,4192.868561983091,False,False,False,False,False,False,False,^GSPC,,,,,4078.489990234375,4044.610107421875,4055.14990234375,4000870000.0,,,,
2023-03-07,3986.3701171875,,,,,4049.0324951171874,3910.77993954525,4187.285050689125,False,False,False,False,False,False,False,^GSPC,,,,,4050.0,3980.31005859375,4048.260009765625,3922500000.0,,,,
2023-03-08,3992.010009765625,,,,,4040.432995605469,3911.1878901092487,4169.678101101689,False,False,False,False,False,False,False,^GSPC,,,,,4000.409912109375,3969.760009765625,3987.550048828125,3535570000.0,,,,
2023-03-09,3918.320068359375,,,,,4030.456005859375,3895.688172101802,4165.223839616948,False,True,False,False,True,True,False,^GSPC,,,,,4017.81005859375,3908.699951171875,3998.659912109375,4445260000.0,,,,
2023-03-10,3861.590087890625,,,,,4019.460510253906,3867.4470459845793,4171.473974523233,True,False,False,True,False,True,False,^GSPC,,,,,3934.050048828125,3846.320068359375,3912.77001953125,5518190000.0,,,,
2023-03-13,3855.760009765625,,,,,4007.725512695312,3843.078412076887,4172.372613313738,False,False,False,False,False,False,False,^GSPC,,,,,3905.050048828125,3808.860107421875,3835.1201171875,6558020000.0,,,,
2023-03-14,3919.2900390625,,,,,3996.8255126953127,3839.59699092313,4154.054034467496,False,False,False,False,False,False,False,^GSPC,,,,,3937.2900390625,3873.6298828125,3894.010009765625,5665870000.0,,,,
2023-03-15,3891.929931640625,,,,,3984.615515136719,3835.202958162767,4134.028072110671,False,False,False,False,False,False,False,^GSPC,,,,,3894.260009765625,3838.239990234375,3876.739990234375,6594010000.0,,,,
2023-03-16,3960.280029296875,,,,,3975.24951171875,3846.847729313032,4103.651294124468,False,False,False,False,False,False,False,^GSPC,,,,,3964.4599609375,3864.110107421875,3878.929931640625,5695790000.0,,,,
2023-03-17,3916.639892578125,,,,,3966.561010742188,3847.816080349021,4085.3059411353543,False,False,False,False,False,False,False,^GSPC,,,,,3958.909912109375,3901.27001953125,3958.68994140625,9354280000.0,,,,
2023-03-20,3951.570068359375,,,,,3960.185009765625,3853.833487145239,4066.536532386012,False,False,False,False,False,False,False,^GSPC,,,,,3956.6201171875,3916.889892578125,3917.469970703125,5347140000.0,,,,
2023-03-21,4002.8701171875,,,,,3960.4615112304687,3853.675389787065,4067.247632673872,False,False,False,False,False,False,False,^GSPC,,,,,4009.080078125,3971.18994140625,3975.889892578125,4920240000.0,,,,
2023-03-22,3936.969970703125,,,,,3957.7575073242183,3851.495149942145,4064.019864706293,False,False,False,False,False,False,False,^GSPC,,,,,4039.489990234375,3936.169921875,4002.0400390625,4533010000.0,,,,
2023-03-23,3948.719970703125,,,,,3954.577502441406,3851.429294085664,4057.725710797148,False,False,False,False,False,False,False,^GSPC,,,,,4007.659912109375,3919.050048828125,3959.2099609375,4991600000.0,,,,
2023-03-24,3970.989990234375,,,,,3954.625,3851.445941731395,4057.804058268605,False,False,False,False,False,False,False,^GSPC,,,,,3972.739990234375,3909.159912109375,3939.2099609375,4583970000.0,,,,
2023-03-27,3977.530029296875,,,,,3954.389501953125,3851.454617779196,4057.3243861270544,False,False,False,False,False,False,False,^GSPC,,,,,4003.830078125,3970.489990234375,3982.929931640625,4233540000.0,,,,
2023-03-28,3971.27001953125,,,,,3954.4455078125,3851.473305917617,4057.417709707384,False,False,False,False,False,False,False,^GSPC,,,,,3979.199951171875,3951.530029296875,3974.1298828125,4014600000.0,,,,
2023-03-29,4027.81005859375,,,,,3958.266516113281,3850.225031232105,4066.3080009944574,False,False,False,False,False,False,False,^GSPC,,,,,4030.590087890625,3999.530029296875,3999.530029296875,4145250000.0,,,,
2023-03-30,4050.830078125,,,,,3961.740515136719,3846.3552478531615,4077.1257824202753,False,False,False,False,False,False,False,^GSPC,,,,,4057.85009765625,4032.10009765625,4046.739990234375,3930860000.0,,,,
2023-03-31,4109.31005859375,,,,,3964.9240234375,3836.964054637219,4092.8839922377815,True,False,False,True,False,True,False,^GSPC,,,,,4110.75,4056.179931640625,4056.179931640625,4525120000.0,,,,
2023-04-03,4124.509765625,,,,,3968.728515625,3826.578194514929,4110.878836735071,True,False,False,True,False,True,False,^GSPC,,,,,4127.66015625,4098.7900390625,4102.2001953125,4234700000.0,,,,
2023-04-04,4100.60009765625,,,,,3974.4400146484377,3820.605959059205,4128.274070237671,False,False,False,False,False,False,False,^GSPC,,,,,4133.1298828125,4086.8701171875,4128.02978515625,4227800000.0,,,,
2023-04-05,4090.3798828125,,,,,3979.358508300781,3817.099539958445,4141.617476643118,False,False,False,False,False,False,False,^GSPC,,,,,4099.68994140625,4072.56005859375,4094.5,3968020000.0,,,,
2023-04-06,4105.02001953125,,,,,3988.693505859375,3819.870863637873,4157.5161480808765,False,False,False,False,False,False,False,^GSPC,,,,,4107.31982421875,4069.840087890625,4081.14990234375,3486690000.0,,,,
2023-04-10,4109.10986328125,,,,,4001.0694946289054,3835.214980185151,4166.924009072662,False,False,False,False,False,False,False,^GSPC,,,,,4109.5,4072.550048828125,4085.199951171875,3423650000.0,,,,
2023-04-11,4108.93994140625,,,,,4013.7284912109376,3856.129497877284,4171.327484544591,False,False,False,False,False,False,False,^GSPC,,,,,4124.259765625,4102.60986328125,4110.2900390625,3665830000.0,,,,
2023-04-12,4091.949951171875,,,,,4022.3614868164063,3867.6547992355054,4177.068174397306,False,False,False,False,False,False,False,^GSPC,,,,,4134.3701171875,4086.93994140625,4121.72021484375,3633120000.0,,,,
2023-04-13,4146.22021484375,,,,,4035.076000976562,3883.7432044948655,4186.408797458259,False,False,False,False,False,False,False,^GSPC,,,,,4150.259765625,4099.39990234375,4100.0400390625,3596590000.0,,,,
2023-04-14,4137.64013671875,,,,,4043.944006347656,3890.297243449659,4197.590769245654,False,False,False,False,False,False,False,^GSPC,,,,,4163.18994140625,4113.2001953125,4140.10986328125,3575690000.0,,,,
2023-04-17,4151.31982421875,,,,,4055.678002929688,3907.2091139872864,4204.146891872088,False,False,False,False,False,False,False,^GSPC,,,,,4151.72021484375,4123.18017578125,4137.169921875,3611180000.0,,,,
2023-04-18,4154.8701171875,,,,,4065.8430053710936,3919.563985635183,4212.122025107004,False,False,False,False,False,False,False,^GSPC,,,,,4169.47998046875,4140.35986328125,4164.259765625,3536640000.0,,,,
2023-04-19,4154.52001953125,,,,,4073.425500488281,3925.182092028514,4221.668908948048,False,False,False,False,False,False,False,^GSPC,,,,,4162.56982421875,4134.490234375,4139.330078125,3572560000.0,,,,
2023-04-20,4129.7900390625,,,,,4083.06650390625,3947.665046724839,4218.467961087662,False,False,False,False,False,False,False,^GSPC,,,,,4148.56982421875,4114.56982421875,4130.47998046875,3772080000.0,,,,
2023-04-21,4133.52001953125,,,,,4092.306506347656,3971.020938381266,4213.592074314046,False,False,False,False,False,False,False,^GSPC,,,,,4138.02001953125,4113.85986328125,4132.14013671875,3611750000.0,,,,
2023-04-24,4137.0400390625,,,,,4100.609008789063,3992.244945347045,4208.97307223108,False,False,False,False,False,False,False,^GSPC,,,,,4142.41015625,4117.77001953125,4132.06982421875,3290940000.0,,,,
2023-04-25,4071.6298828125,,,,,4105.314001464843,4012.377380055859,4198.250622873828,False,False,False,False,False,False,False,^GSPC,,,,,4126.43017578125,4071.3798828125,4126.43017578125,3978640000.0,,,,
2023-04-26,4055.989990234375,,,,,4109.55,4036.8096985458274,4182.290301454173,False,False,False,False,False,False,False,^GSPC,,,,,4089.669921875,4049.35009765625,4087.780029296875,3837030000.0,,,,
2023-04-27,4135.35009765625,,,,,4114.927001953125,4052.45350705589,4177.4004968503605,False,True,False,False,True,True,False,^GSPC,,,,,4138.240234375,4075.2900390625,4075.2900390625,3750550000.0,,,,
2023-04-28,4169.47998046875,,,,,4120.8594970703125,4061.560654822637,4180.158339317988,False,False,False,False,False,False,False,^GSPC,,,,,4170.06005859375,4127.18017578125,4129.6298828125,4087800000.0,,,,
2023-05-01,4167.8701171875,,,,,4123.7875,4061.198077422719,4186.376922577282,False,False,False,False,False,False,False,^GSPC,,,,,4186.919921875,4164.1201171875,4166.7900390625,3321370000.0,,,,
2023-05-02,4119.580078125,,,,,4123.541015625,4060.924747722957,4186.157283527044,False,False,False,False,False,False,False,^GSPC,,,,,4164.10009765625,4089.719970703125,4164.10009765625,4486130000.0,,,,
2023-05-03,4090.75,,,,,4123.048510742187,4059.524127449031,4186.572894035344,False,False,False,False,False,False,False,^GSPC,,,,,4148.2998046875,4088.860107421875,4122.25,4246510000.0,,,,
2023-05-04,4061.219970703125,,,,,4121.590515136719,4053.719253666309,4189.461776607129,False,False,False,False,False,False,False,^GSPC,,,,,4082.610107421875,4048.280029296875,4082.550048828125,4920090000.0,,,,
2023-05-05,4136.25,,,,,4123.152014160156,4055.449153733343,4190.854874586969,False,True,False,False,True,True,False,^GSPC,,,,,4147.02001953125,4084.72998046875,4084.72998046875,4186270000.0,,,,
2023-05-08,4138.1201171875,,,,,4124.602526855469,4056.9233306618535,4192.281723049084,False,False,False,False,False,False,False,^GSPC,,,,,4142.2998046875,4123.81005859375,4136.97998046875,3641640000.0,,,,
2023-05-09,4119.169921875,,,,,4125.114025878906,4057.779490161043,4192.44856159677,False,False,False,False,False,False,False,^GSPC,,,,,4130.35009765625,4116.64990234375,4124.25,3810140000.0,,,,
